timestamp	message	user_id
2019-01-02 13:38:46	Access granted	5496180
2019-01-02 13:45:07	Access denied	3751335
2019-01-02 14:33:45	Access granted	4020374
2019-01-02 15:13:19	Access granted	1943639
2019-01-02 15:23:44	Access granted	1417676
2019-01-02 16:06:52	Access granted	2509387
2019-01-02 16:24:01	Access granted	5363400
2019-01-02 17:01:22	Access denied	7621428
2019-01-02 17:04:11	Access granted	4270579
2019-01-02 17:10:30	Access granted	8081691
2019-01-02 17:47:10	Access granted	1723257
2019-01-02 18:41:37	Access granted	1749579
2019-01-02 18:56:39	Access granted	7468933
2019-01-02 19:30:53	Access granted	3415309
2019-01-02 19:39:58	Access granted	5076744
2019-01-02 19:44:05	Access granted	8016856
2019-01-02 20:11:04	Access granted	1453680
2019-01-02 20:38:02	Access granted	9753346
2019-01-02 21:17:50	Access granted	8031854
2019-01-02 21:52:54	Access denied	9967045
2019-01-02 22:20:21	Access granted	8205814
2019-01-02 22:47:31	Access denied	8567576
2019-01-02 23:35:37	Access denied	7792912
2019-01-02 23:48:59	Access denied	7296977
2019-01-02 23:53:46	Access granted	3790162
2019-01-03 00:20:53	Access granted	3727613
2019-01-03 00:31:34	Access denied	7975510
2019-01-03 00:44:38	Access denied	2923704
2019-01-03 00:50:07	Access granted	8949558
2019-01-03 00:56:41	Access granted	2157381
2019-01-03 01:42:51	Access granted	6776569
2019-01-03 02:40:14	Access denied	1400191
2019-01-03 03:18:21	Access granted	5107386
2019-01-03 03:42:06	Access granted	7108261
2019-01-03 04:33:00	Access denied	7734898
2019-01-03 05:17:17	Access denied	8915002
2019-01-03 05:25:12	Access granted	9351002
2019-01-03 05:32:19	Access granted	5478049
2019-01-03 05:57:56	Access granted	8807835
2019-01-03 06:21:37	Access granted	3264330
2019-01-03 07:02:59	Access granted	4303740
2019-01-03 07:55:02	Access granted	1614401
2019-01-03 08:11:27	Access granted	5246709
2019-01-03 08:49:22	Access granted	6771587
2019-01-03 09:10:05	Access denied	8211024
2019-01-03 10:05:39	Access granted	8811666
2019-01-03 10:39:32	Access denied	7043287
2019-01-03 10:59:27	Access denied	6603773
2019-01-03 11:25:20	Access granted	4499456
2019-01-03 11:51:49	Access granted	8822765
2019-01-03 12:07:49	Access granted	3332389
2019-01-03 12:13:07	Access granted	6553821
2019-01-03 12:40:19	Access granted	9274948
2019-01-03 12:44:53	Access granted	9166473
2019-01-03 13:05:55	Access denied	8549042
2019-01-03 13:53:30	Access granted	3666751
2019-01-03 14:51:13	Access granted	7419532
2019-01-03 14:55:33	Access denied	6959100
2019-01-03 15:46:17	Access granted	7884030
2019-01-03 16:38:17	Access denied	4414005
2019-01-03 16:42:48	Access denied	5121154
2019-01-03 17:17:26	Access granted	9816608
2019-01-03 17:41:14	Access denied	6406646
2019-01-03 18:05:19	Access granted	2869384
2019-01-03 18:16:11	Access granted	5024659
2019-01-03 18:59:54	Access denied	1368822
2019-01-03 19:06:19	Access granted	7930422
2019-01-03 20:04:39	Access granted	8702542
2019-01-03 20:23:10	Access granted	6785239
2019-01-03 21:02:48	Access denied	2745063
2019-01-03 21:10:05	Access denied	3176764
2019-01-03 21:22:31	Access granted	8310418
2019-01-03 22:16:22	Access denied	2721729
2019-01-03 22:38:56	Access granted	9347987
2019-01-03 22:54:09	Access granted	8458702
2019-01-03 23:20:49	Access denied	4716833
2019-01-03 23:24:55	Access granted	9391865
2019-01-03 23:51:11	Access granted	4645178
2019-01-04 00:18:46	Access denied	7507788
2019-01-04 00:42:03	Access granted	5706336
2019-01-04 01:13:36	Access granted	6040466
2019-01-04 01:22:03	Access granted	8294253
2019-01-04 01:53:56	Access granted	9877313
2019-01-04 02:17:12	Access denied	2244191
2019-01-04 02:54:25	Access granted	4342674
2019-01-04 03:34:25	Access granted	4296913
2019-01-04 04:05:57	Access granted	8095110
2019-01-04 04:22:43	Access granted	3807206
2019-01-04 04:58:57	Access granted	2837147
2019-01-04 05:42:58	Access denied	4254871
2019-01-04 06:20:21	Access denied	7909679
2019-01-04 07:01:22	Access granted	3002970
2019-01-04 07:55:09	Access granted	6296987
2019-01-04 08:07:29	Access granted	3813223
2019-01-04 09:03:12	Access denied	7750470
2019-01-04 09:51:57	Access granted	1851201
2019-01-04 10:18:27	Access granted	3081195
2019-01-04 11:11:20	Access granted	2674882
2019-01-04 11:20:36	Access denied	3028107
2019-01-04 11:59:01	Access denied	9002343
2019-01-04 12:27:38	Access denied	3216694
2019-01-04 12:37:18	Access denied	8782149
2019-01-04 12:48:25	Access granted	7014737
2019-01-04 13:23:25	Access granted	3351003
2019-01-04 13:30:57	Access granted	5100722
2019-01-04 13:47:35	Access granted	4577649
2019-01-04 13:58:50	Access granted	4853763
2019-01-04 14:08:07	Access denied	4981359
2019-01-04 14:18:55	Access granted	7939601
2019-01-04 14:48:30	Access denied	7099609
2019-01-04 15:45:52	Access granted	4665545
2019-01-04 16:35:17	Access granted	9579453
2019-01-04 17:16:29	Access granted	4116169
2019-01-04 18:04:59	Access granted	8425305
2019-01-04 18:35:01	Access granted	8690555
2019-01-04 19:00:41	Access granted	7131021
2019-01-04 19:34:31	Access denied	5905840
2019-01-04 20:19:24	Access granted	6294112
2019-01-04 20:21:12	Access granted	2522826
2019-01-04 20:30:35	Access denied	3810123
2019-01-04 21:06:04	Access denied	2041849
2019-01-04 21:58:07	Access granted	6465623
2019-01-04 22:04:00	Access granted	4162597
2019-01-04 22:43:20	Access granted	2533161
2019-01-04 23:07:46	Access denied	9079807
2019-01-04 23:15:29	Access granted	2574723
2019-01-04 23:55:29	Access granted	9151935
2019-01-05 00:43:26	Access granted	8347615
2019-01-05 00:59:59	Access granted	2999547
2019-01-05 01:04:58	Access denied	5801182
2019-01-05 01:34:38	Access granted	1526075
2019-01-05 02:30:23	Access denied	2024213
2019-01-05 02:46:55	Access granted	8190328
2019-01-05 02:55:41	Access granted	3821183
2019-01-05 03:01:10	Access granted	2364445
2019-01-05 03:22:54	Access granted	3650380
2019-01-05 04:19:41	Access denied	2421801
2019-01-05 05:03:02	Access granted	7918537
2019-01-05 05:17:39	Access denied	5413889
2019-01-05 06:13:37	Access granted	2690673
2019-01-05 06:31:18	Access granted	5483561
2019-01-05 06:40:12	Access granted	8552173
2019-01-05 06:57:20	Access granted	5101119
2019-01-05 07:45:28	Access granted	7710697
2019-01-05 07:51:28	Access granted	8359516
2019-01-05 08:48:45	Access granted	7781766
2019-01-05 08:59:12	Access denied	4807617
2019-01-05 09:39:40	Access denied	6122481
2019-01-05 09:53:04	Access granted	4729798
2019-01-05 10:10:24	Access granted	4808125
2019-01-05 11:03:42	Access granted	6196187
2019-01-05 11:35:41	Access granted	9663231
2019-01-05 12:09:37	Access granted	9472757
2019-01-05 12:34:04	Access granted	4229113
2019-01-05 13:10:42	Access granted	8214533
2019-01-05 13:50:59	Access granted	5304422
2019-01-05 14:31:38	Access granted	7267470
2019-01-05 14:44:10	Access granted	5345695
2019-01-05 15:11:09	Access granted	9082857
2019-01-05 15:14:48	Access denied	7837976
2019-01-05 16:00:24	Access denied	2717474
2019-01-05 16:28:14	Access denied	5398033
2019-01-05 16:37:29	Access denied	2070750
2019-01-05 17:36:34	Access denied	9556302
2019-01-05 17:48:10	Access denied	5396330
2019-01-05 17:58:49	Access granted	5448250
2019-01-05 18:29:03	Access granted	1655307
2019-01-05 19:22:42	Access granted	2722208
2019-01-05 20:20:39	Access granted	1313605
2019-01-05 20:51:59	Access granted	8364170
2019-01-05 21:46:20	Access granted	6058972
2019-01-05 22:34:38	Access granted	4041561
2019-01-05 23:24:46	Access granted	6655279
2019-01-05 23:54:03	Access granted	3848496
2019-01-06 00:35:19	Access granted	2370545
2019-01-06 00:50:32	Access granted	1016596
2019-01-06 00:58:30	Access denied	8719716
2019-01-06 01:05:17	Access denied	7807856
2019-01-06 01:16:48	Access denied	6665085
2019-01-06 01:36:31	Access granted	4658262
2019-01-06 02:17:23	Access granted	5225618
2019-01-06 02:45:45	Access denied	7221722
2019-01-06 02:51:27	Access granted	3324035
2019-01-06 03:22:33	Access granted	2158189
2019-01-06 03:45:13	Access granted	1497084
2019-01-06 04:04:26	Access granted	4567782
2019-01-06 04:59:17	Access granted	8703617
2019-01-06 05:25:07	Access granted	1573403
2019-01-06 05:44:18	Access denied	8997006
2019-01-06 06:39:23	Access granted	3858595
2019-01-06 06:48:04	Access granted	8224252
2019-01-06 07:22:35	Access granted	7196660
2019-01-06 07:55:33	Access granted	1663283
2019-01-06 08:23:58	Access granted	5390828
2019-01-06 08:39:14	Access granted	6374729
2019-01-06 08:45:44	Access granted	9980267
2019-01-06 08:51:55	Access granted	6256098
2019-01-06 09:05:56	Access denied	9553057
2019-01-06 09:41:10	Access denied	9824846
2019-01-06 10:39:57	Access granted	5426581
2019-01-06 11:19:28	Access granted	4829345
2019-01-06 11:58:09	Access granted	7310169
2019-01-06 12:36:11	Access granted	9115388
2019-01-06 12:58:06	Access denied	1157698
2019-01-06 13:26:39	Access granted	6538645
2019-01-06 13:50:29	Access granted	1048409
2019-01-06 14:21:46	Access granted	5223570
2019-01-06 14:59:10	Access granted	2196827
2019-01-06 15:48:07	Access granted	1605862
2019-01-06 16:15:16	Access granted	9404125
2019-01-06 16:50:59	Access denied	9349906
2019-01-06 17:14:01	Access granted	8497650
2019-01-06 17:21:26	Access granted	4006083
2019-01-06 17:43:37	Access denied	2458781
2019-01-06 18:38:37	Access granted	3066495
2019-01-06 19:31:12	Access granted	7845143
2019-01-06 19:40:03	Access granted	5447324
2019-01-06 20:38:13	Access granted	4706952
2019-01-06 21:16:06	Access granted	4486821
2019-01-06 21:49:42	Access denied	8516432
2019-01-06 22:22:27	Access granted	6294396
2019-01-06 23:07:53	Access granted	9579171
2019-01-07 00:06:32	Access granted	3859693
2019-01-07 01:06:01	Access granted	8397455
2019-01-07 01:13:51	Access granted	8286046
2019-01-07 01:52:14	Access granted	3702700
2019-01-07 01:59:28	Access denied	9878238
2019-01-07 02:14:29	Access granted	1762213
2019-01-07 02:18:18	Access denied	6108353
2019-01-07 02:57:01	Access denied	9878209
2019-01-07 03:40:41	Access granted	9108132
2019-01-07 03:47:31	Access granted	7368559
2019-01-07 04:12:33	Access denied	6510256
2019-01-07 04:29:07	Access denied	3527894
2019-01-07 04:34:59	Access denied	4385071
2019-01-07 05:14:36	Access granted	5484680
2019-01-07 05:41:24	Access granted	5431426
2019-01-07 06:06:40	Access denied	9970391
2019-01-07 06:22:24	Access granted	2137401
2019-01-07 07:12:51	Access denied	4132219
2019-01-07 07:32:07	Access denied	3951035
2019-01-07 07:36:35	Access granted	8392441
2019-01-07 08:31:35	Access granted	2730514
2019-01-07 09:28:48	Access granted	8196121
2019-01-07 09:38:51	Access denied	2961704
2019-01-07 10:05:15	Access granted	5764093
2019-01-07 10:07:11	Access granted	7383805
2019-01-07 10:57:07	Access granted	4115378
2019-01-07 11:51:13	Access denied	2070745
2019-01-07 12:46:45	Access granted	6059202
2019-01-07 13:42:23	Access granted	2663872
2019-01-07 14:14:52	Access denied	2421804
2019-01-07 14:29:11	Access denied	1487905
2019-01-07 14:45:58	Access granted	3683788
2019-01-07 15:07:00	Access denied	7191617
2019-01-07 15:20:42	Access granted	8396318
2019-01-07 16:01:49	Access granted	1718178
2019-01-07 16:49:16	Access granted	8677786
2019-01-07 17:47:21	Access granted	2131193
2019-01-07 17:57:11	Access denied	7719635
2019-01-07 17:58:15	Access denied	5575881
2019-01-07 18:10:21	Access granted	9421726
2019-01-07 19:05:33	Access granted	3612612
2019-01-07 19:06:48	Access granted	5199566
2019-01-07 19:34:32	Access denied	1960483
2019-01-07 20:28:16	Access granted	5535700
2019-01-07 20:41:32	Access granted	3951730
2019-01-07 21:16:33	Access granted	1349324
2019-01-07 22:00:26	Access denied	6880194
2019-01-07 22:33:35	Access granted	3756543
2019-01-07 22:41:07	Access denied	7440095
2019-01-07 22:49:01	Access denied	3075406
2019-01-07 23:42:39	Access granted	9868898
2019-01-08 00:05:10	Access denied	1508598
2019-01-08 00:40:39	Access granted	8622248
2019-01-08 00:49:35	Access denied	2566067
2019-01-08 01:28:12	Access granted	4317881
2019-01-08 01:52:53	Access granted	2140949
2019-01-08 02:08:33	Access granted	2045578
2019-01-08 02:18:39	Access granted	2628846
2019-01-08 02:23:43	Access denied	3715736
2019-01-08 02:47:14	Access granted	3766532
2019-01-08 02:58:49	Access granted	6368832
2019-01-08 03:49:39	Access granted	6024899
2019-01-08 04:29:14	Access denied	5190416
2019-01-08 04:58:08	Access granted	5448678
2019-01-08 05:25:59	Access denied	1808816
2019-01-08 06:01:46	Access denied	5581653
2019-01-08 06:22:46	Access granted	8875200
2019-01-08 06:30:36	Access denied	2048704
2019-01-08 07:12:04	Access denied	2869147
2019-01-08 08:06:03	Access granted	6300226
2019-01-08 08:49:02	Access granted	1137170
2019-01-08 09:05:34	Access granted	9424735
2019-01-08 09:50:45	Access granted	3395030
2019-01-08 10:03:13	Access granted	7153019
2019-01-08 10:33:49	Access granted	6447701
2019-01-08 10:56:21	Access granted	6976858
2019-01-08 11:28:05	Access denied	3237438
2019-01-08 12:07:00	Access granted	2661659
2019-01-08 12:56:30	Access granted	3441417
2019-01-08 13:42:16	Access granted	4270465
2019-01-08 14:05:50	Access granted	7599848
2019-01-08 15:03:50	Access granted	9742137
2019-01-08 15:20:16	Access granted	4619168
2019-01-08 15:52:06	Access granted	4714487
2019-01-08 16:14:23	Access granted	9680623
2019-01-08 16:35:49	Access granted	3373701
2019-01-08 16:51:52	Access granted	5734925
2019-01-08 17:19:01	Access granted	8729075
2019-01-08 18:18:57	Access granted	9847224
2019-01-08 19:08:15	Access granted	6136714
2019-01-08 20:06:02	Access granted	9042251
2019-01-08 20:51:32	Access denied	5023314
2019-01-08 21:46:26	Access granted	9536388
2019-01-08 22:03:15	Access granted	8898191
2019-01-08 22:56:33	Access granted	7788932
2019-01-08 23:55:40	Access granted	9158055
2019-01-09 00:00:36	Access granted	8797981
2019-01-09 00:10:27	Access granted	7048880
2019-01-09 00:23:27	Access granted	1884715
2019-01-09 01:21:25	Access denied	1343000
2019-01-09 02:14:31	Access granted	3482394
2019-01-09 02:33:06	Access granted	3829259
2019-01-09 02:44:48	Access granted	2284455
2019-01-09 03:06:32	Access denied	6980982
2019-01-09 03:38:25	Access granted	9484972
2019-01-09 04:07:32	Access denied	4817409
2019-01-09 04:28:25	Access granted	7073718
2019-01-09 04:46:05	Access denied	2709475
2019-01-09 05:13:09	Access granted	6122091
2019-01-09 05:22:21	Access denied	1555709
2019-01-09 05:59:58	Access denied	7714882
2019-01-09 06:19:22	Access granted	9538090
2019-01-09 06:42:44	Access granted	5723632
2019-01-09 06:53:20	Access granted	8456387
2019-01-09 07:10:33	Access granted	9849375
2019-01-09 07:39:48	Access denied	8731746
2019-01-09 08:06:28	Access granted	6031411
2019-01-09 08:53:02	Access denied	3608442
2019-01-09 09:26:29	Access granted	7516563
2019-01-09 09:52:48	Access denied	5096979
2019-01-09 10:51:37	Access denied	2664846
2019-01-09 11:44:21	Access granted	8593561
2019-01-09 12:33:29	Access granted	6013747
2019-01-09 13:04:19	Access granted	8049418
2019-01-09 13:41:01	Access granted	4634279
2019-01-09 13:43:51	Access granted	7981523
2019-01-09 14:13:20	Access granted	4012396
2019-01-09 14:17:45	Access granted	9981477
2019-01-09 15:05:33	Access granted	2463666
2019-01-09 15:29:38	Access denied	1042298
2019-01-09 16:17:10	Access granted	4865094
2019-01-09 17:05:23	Access granted	7420786
2019-01-09 17:13:12	Access denied	3129593
2019-01-09 17:27:49	Access granted	7104800
2019-01-09 17:55:26	Access granted	5724574
2019-01-09 18:16:55	Access denied	9303052
2019-01-09 18:24:22	Access denied	7789505
2019-01-09 18:35:32	Access denied	4078425
2019-01-09 18:42:04	Access granted	4739904
2019-01-09 19:28:35	Access granted	3653857
2019-01-09 19:58:20	Access denied	4926686
2019-01-09 20:41:23	Access granted	3981666
2019-01-09 20:50:47	Access granted	5142169
2019-01-09 21:17:01	Access denied	4132735
2019-01-09 21:54:50	Access denied	2977590
2019-01-09 22:50:44	Access granted	6783319
2019-01-09 23:22:44	Access granted	1511129
2019-01-09 23:31:49	Access denied	7016411
2019-01-10 00:31:33	Access granted	5529113
2019-01-10 01:10:52	Access denied	1847094
2019-01-10 01:17:50	Access granted	7860833
2019-01-10 01:20:18	Access denied	4173449
2019-01-10 01:58:37	Access denied	2478541
2019-01-10 02:42:49	Access granted	5013937
2019-01-10 03:18:30	Access granted	5775824
2019-01-10 03:27:40	Access denied	4436597
2019-01-10 04:13:58	Access denied	4546007
2019-01-10 05:07:01	Access granted	9150892
2019-01-10 05:09:45	Access granted	4477095
2019-01-10 05:56:47	Access denied	7069833
2019-01-10 06:27:13	Access granted	5558291
2019-01-10 06:38:23	Access denied	4088330
2019-01-10 07:31:28	Access granted	3866890
2019-01-10 07:55:16	Access granted	2658442
2019-01-10 08:19:13	Access denied	1057740
2019-01-10 08:30:09	Access denied	2732914
2019-01-10 08:34:01	Access granted	5548501
2019-01-10 09:09:10	Access granted	3021985
2019-01-10 10:01:38	Access granted	5852383
2019-01-10 10:06:21	Access denied	5631245
2019-01-10 10:48:06	Access denied	1199581
2019-01-10 11:36:22	Access granted	6504161
2019-01-10 11:58:42	Access granted	4191772
2019-01-10 12:25:34	Access granted	2762802
2019-01-10 12:39:59	Access denied	8912621
2019-01-10 13:31:58	Access denied	1552112
2019-01-10 14:17:25	Access denied	1711065
2019-01-10 15:06:51	Access denied	5061542
2019-01-10 15:19:45	Access granted	9736140
2019-01-10 15:21:41	Access granted	5834171
2019-01-10 15:49:10	Access denied	6327637
2019-01-10 16:32:06	Access denied	8856002
2019-01-10 17:29:44	Access granted	5018364
2019-01-10 18:06:20	Access granted	3034689
2019-01-10 18:40:24	Access granted	4433128
2019-01-10 19:08:49	Access denied	5496700
2019-01-10 19:38:53	Access granted	3975004
2019-01-10 20:30:31	Access granted	6868443
2019-01-10 21:13:02	Access denied	1191068
2019-01-10 21:43:15	Access denied	2567090
2019-01-10 22:34:28	Access granted	4848667
2019-01-10 23:23:03	Access granted	6272449
2019-01-10 23:29:18	Access granted	4942471
2019-01-11 00:02:23	Access granted	3925244
2019-01-11 00:23:25	Access denied	2040713
2019-01-11 00:54:57	Access denied	3918226
2019-01-11 01:26:00	Access granted	1815173
2019-01-11 02:23:48	Access granted	5900457
2019-01-11 02:50:19	Access denied	7109282
2019-01-11 03:03:34	Access granted	3921556
2019-01-11 03:42:44	Access denied	3149030
2019-01-11 04:41:11	Access denied	3835815
2019-01-11 05:34:39	Access granted	1745101
2019-01-11 06:21:32	Access granted	1744439
2019-01-11 06:39:26	Access granted	6812022
2019-01-11 06:52:31	Access granted	5145270
2019-01-11 07:36:44	Access granted	6733668
2019-01-11 08:13:19	Access granted	5004113
2019-01-11 08:16:49	Access granted	7163925
2019-01-11 08:53:13	Access granted	9066282
2019-01-11 09:11:19	Access denied	5177248
2019-01-11 09:27:24	Access denied	6746027
2019-01-11 10:19:20	Access granted	8632742
2019-01-11 10:29:49	Access denied	4442285
2019-01-11 10:40:12	Access granted	8654049
2019-01-11 11:16:09	Access granted	2041466
2019-01-11 11:35:52	Access denied	9817273
2019-01-11 11:53:36	Access denied	8303691
2019-01-11 12:12:09	Access granted	8135917
2019-01-11 12:45:07	Access denied	4237779
2019-01-11 12:51:17	Access denied	4058480
2019-01-11 13:09:42	Access granted	2346857
2019-01-11 13:44:23	Access granted	2188975
2019-01-11 14:06:32	Access granted	7833606
2019-01-11 14:32:32	Access granted	9886414
2019-01-11 15:01:01	Access granted	9188106
2019-01-11 15:47:10	Access granted	7779991
2019-01-11 16:18:16	Access granted	5196884
2019-01-11 16:40:14	Access granted	6628320
2019-01-11 16:43:22	Access granted	9983836
2019-01-11 17:42:46	Access granted	8825344
2019-01-11 18:05:28	Access denied	8133697
2019-01-11 18:49:02	Access denied	7261225
2019-01-11 19:20:24	Access granted	9061660
2019-01-11 19:54:16	Access granted	7362168
2019-01-11 20:11:58	Access denied	6962812
2019-01-11 20:29:44	Access denied	3117952
2019-01-11 20:37:08	Access denied	4824066
2019-01-11 21:26:31	Access granted	9400326
2019-01-11 21:49:33	Access granted	2726065
2019-01-11 22:28:24	Access granted	1093884
2019-01-11 23:09:37	Access denied	9908868
2019-01-11 23:55:05	Access granted	6888786
2019-01-12 00:44:57	Access granted	2342805
2019-01-12 01:38:02	Access granted	7794036
2019-01-12 02:26:33	Access granted	4769666
2019-01-12 02:53:12	Access denied	2448783
2019-01-12 03:28:57	Access granted	1642866
2019-01-12 04:03:06	Access granted	7655630
2019-01-12 04:19:45	Access granted	2842700
2019-01-12 04:28:02	Access granted	7042223
2019-01-12 05:06:41	Access denied	9782907
2019-01-12 05:43:42	Access denied	5981104
2019-01-12 06:17:06	Access denied	2410740
2019-01-12 06:23:55	Access denied	4170314
2019-01-12 07:02:37	Access denied	7909403
2019-01-12 08:01:02	Access denied	5028095
2019-01-12 08:35:08	Access granted	7195416
2019-01-12 09:10:04	Access granted	1461709
2019-01-12 09:44:25	Access granted	1075553
2019-01-12 10:10:21	Access granted	7026788
2019-01-12 10:22:01	Access denied	3626231
2019-01-12 11:08:05	Access denied	5098981
2019-01-12 11:19:50	Access granted	5988145
2019-01-12 11:33:48	Access granted	5467195
2019-01-12 12:02:30	Access denied	4086899
2019-01-12 12:33:41	Access granted	2379305
2019-01-12 12:41:08	Access granted	9667086
2019-01-12 13:01:56	Access denied	7273903
2019-01-12 13:50:32	Access granted	2292850
2019-01-12 14:18:22	Access granted	5531377
2019-01-12 14:50:56	Access granted	2869905
2019-01-12 15:29:50	Access granted	3179493
2019-01-12 15:36:20	Access granted	1812344
2019-01-12 16:03:14	Access denied	2890333
2019-01-12 16:20:03	Access granted	6812435
2019-01-12 17:00:31	Access granted	5510952
2019-01-12 17:01:54	Access granted	1056378
2019-01-12 17:32:27	Access granted	7702738
2019-01-12 18:17:01	Access granted	2887984
2019-01-12 18:49:10	Access granted	4835782
2019-01-12 19:33:56	Access denied	4683285
2019-01-12 20:00:07	Access granted	1483891
2019-01-12 20:10:38	Access denied	2828430
2019-01-12 20:29:09	Access granted	8270714
2019-01-12 20:45:46	Access granted	9617274
2019-01-12 20:53:40	Access granted	6972373
2019-01-12 21:49:54	Access granted	2214553
2019-01-12 22:30:06	Access denied	1001854
2019-01-12 23:04:58	Access granted	5385192
2019-01-12 23:06:51	Access denied	5085248
2019-01-12 23:25:54	Access granted	7942163
2019-01-13 00:00:21	Access granted	2499850
2019-01-13 00:36:56	Access granted	1329745
2019-01-13 00:46:41	Access denied	3214414
2019-01-13 00:51:44	Access granted	1379652
2019-01-13 01:00:59	Access denied	4831704
2019-01-13 01:16:08	Access granted	5614336
2019-01-13 01:39:55	Access granted	6222088
2019-01-13 02:30:14	Access granted	9321957
2019-01-13 03:14:39	Access granted	5514243
2019-01-13 03:25:21	Access denied	4540486
2019-01-13 03:53:07	Access granted	1477482
2019-01-13 04:12:28	Access granted	7985356
2019-01-13 04:59:27	Access denied	6085696
2019-01-13 05:40:10	Access granted	8926586
2019-01-13 06:01:49	Access granted	1650931
2019-01-13 06:30:33	Access granted	6126745
2019-01-13 06:49:41	Access granted	2290035
2019-01-13 07:34:12	Access granted	4033753
2019-01-13 08:02:28	Access granted	6369781
2019-01-13 08:16:23	Access denied	9826830
2019-01-13 08:49:44	Access denied	3303282
2019-01-13 09:46:36	Access granted	7610870
2019-01-13 10:03:53	Access granted	2695767
2019-01-13 10:23:18	Access denied	6870679
2019-01-13 10:50:57	Access granted	6640007
2019-01-13 10:57:51	Access denied	2865337
2019-01-13 10:59:32	Access denied	3990393
2019-01-13 11:07:48	Access granted	6538709
2019-01-13 11:42:34	Access granted	9805679
2019-01-13 11:47:43	Access granted	4719935
2019-01-13 12:36:45	Access denied	8202290
2019-01-13 12:49:52	Access denied	5773866
2019-01-13 12:59:54	Access granted	7140541
2019-01-13 13:04:48	Access granted	7681409
2019-01-13 13:36:15	Access granted	4650963
2019-01-13 14:29:16	Access granted	7256626
2019-01-13 15:03:08	Access granted	3972145
2019-01-13 15:54:06	Access granted	9864039
2019-01-13 16:49:51	Access denied	3406653
2019-01-13 17:35:03	Access granted	5573259
2019-01-13 18:17:46	Access granted	6136302
2019-01-13 19:10:23	Access granted	3582145
2019-01-13 19:41:08	Access granted	1447884
2019-01-13 20:17:01	Access granted	6788860
2019-01-13 20:31:13	Access granted	9342634
2019-01-13 20:57:25	Access granted	1470456
2019-01-13 21:48:25	Access denied	4476345
2019-01-13 22:48:07	Access granted	4842160
2019-01-13 23:45:32	Access granted	7023059
2019-01-14 00:07:12	Access granted	5201836
2019-01-14 00:23:50	Access granted	4410200
2019-01-14 01:09:36	Access granted	7462007
2019-01-14 01:15:23	Access granted	3073841
2019-01-14 01:43:39	Access denied	3159649
2019-01-14 02:41:07	Access granted	8335233
2019-01-14 03:13:01	Access denied	6212645
2019-01-14 04:04:15	Access granted	6277113
2019-01-14 05:01:46	Access granted	6919549
